candidate_id,previous_period,period,provider,provider_name,code_a,code_b,before_a,after_a,change_a,before_b,after_b,change_b,absolute_change_ratio,paired_net_change,target_code,target_change_share_national_pct,classification,disposition,evidence_file,author_disposition,event,adjacent_total,cause,source_file,official_evidence_url,name_before,name_after
RC066,2025-09,2025-10,RPA,MEDWAY NHS FOUNDATION TRUST,C_301,X06,3743.0,3358.0,-385.0,252.0,731.0,479.0,0.8037578288100209,94.0,C_301,0.1006672802577082,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC067,2026-02,2026-03,RRF,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",C_160,C_320,872.0,246.0,-626.0,2639.0,3014.0,375.0,0.5990415335463258,-251.0,C_320,0.1001514289605884,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC068,2024-09,2024-10,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_300,C_301,615.0,43.0,-572.0,3215.0,3596.0,381.0,0.666083916083916,-191.0,C_301,0.0970431141415505,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC069,2024-10,2024-11,DTT,PHOENIX PUBLIC HEALTH LTD,C_100,X05,389.0,0.0,-389.0,0.0,413.0,413.0,0.9418886198547216,24.0,C_100,0.0950946790982384,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC070,2025-01,2025-02,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_120,X06,8387.0,7786.0,-601.0,1872.0,2953.0,1081.0,0.5559666975023126,480.0,C_120,0.0947823947615773,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC071,2025-08,2025-09,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",C_140,C_301,665.0,1282.0,617.0,5250.0,4893.0,-357.0,0.5786061588330632,260.0,C_301,0.0940466123461863,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC072,2024-03,2024-04,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,C_101,C_110,719.0,0.0,-719.0,0.0,783.0,783.0,0.9182630906768838,64.0,C_110,0.0940083202766221,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC073,2026-03,2026-04,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_400,C_430,5401.0,5595.0,194.0,348.0,123.0,-225.0,0.8622222222222222,-31.0,C_400,0.0938744501812164,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC074,2024-10,2024-11,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,X05,553.0,170.0,-383.0,4246.0,4724.0,478.0,0.801255230125523,95.0,C_100,0.0936279231224301,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC075,2025-07,2025-08,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_120,X06,7541.0,8115.0,574.0,640.0,309.0,-331.0,0.5766550522648084,243.0,C_120,0.0920408699946763,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC076,2024-02,2024-03,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,C_101,C_110,0.0,719.0,719.0,764.0,0.0,-764.0,0.9410994764397904,-45.0,C_110,0.0914478322435002,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC077,2025-05,2025-06,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_130,X06,3145.0,3682.0,537.0,594.0,66.0,-528.0,0.9832402234636872,9.0,C_130,0.0906541787862469,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC078,2026-02,2026-03,RJN,EAST CHESHIRE NHS TRUST,C_301,X04,2097.0,1766.0,-331.0,296.0,574.0,278.0,0.8398791540785498,-53.0,C_301,0.0903736993422651,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC079,2024-08,2024-09,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_300,C_320,522.0,158.0,-364.0,1079.0,1446.0,367.0,0.9918256130790192,3.0,C_320,0.0890422259100746,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC080,2025-09,2025-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,C_140,667.0,1010.0,343.0,3263.0,2982.0,-281.0,0.8192419825072886,62.0,C_100,0.0876133162023331,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC081,2025-09,2025-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,C_101,667.0,1010.0,343.0,3509.0,3277.0,-232.0,0.6763848396501457,111.0,C_100,0.0876133162023331,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC082,2025-09,2025-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,C_430,667.0,1010.0,343.0,601.0,423.0,-178.0,0.5189504373177842,165.0,C_100,0.0876133162023331,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC083,2024-10,2024-11,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,X06,7301.0,6759.0,-542.0,167.0,460.0,293.0,0.540590405904059,-249.0,C_120,0.0855875061190329,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC084,2024-11,2024-12,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_400,C_410,2356.0,2158.0,-198.0,270.0,570.0,300.0,0.66,102.0,C_400,0.0847766050823146,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC085,2025-06,2025-07,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_320,X04,3168.0,2839.0,-329.0,475.0,1054.0,579.0,0.5682210708117443,250.0,C_320,0.0847291756804087,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC086,2026-01,2026-02,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,C_101,C_110,0.0,729.0,729.0,697.0,0.0,-697.0,0.9561042524005487,32.0,C_110,0.0840287506118305,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC087,2024-04,2024-05,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,C_110,C_300,4708.0,4007.0,-701.0,26.0,766.0,740.0,0.9472972972972972,39.0,C_110,0.0836784122827017,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC088,2025-01,2025-02,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_320,986.0,1471.0,485.0,1185.0,247.0,-938.0,0.5170575692963753,-453.0,C_130,0.0832768138462727,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC089,2025-01,2025-02,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_340,986.0,1471.0,485.0,486.0,1.0,-485.0,1.0,0.0,C_130,0.0832768138462727,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC090,2025-01,2025-02,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_301,986.0,1471.0,485.0,678.0,225.0,-453.0,0.934020618556701,32.0,C_130,0.0832768138462727,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC091,2025-05,2025-06,NRL,HEART NETWORKS,C_170,C_320,0.0,540.0,540.0,323.0,0.0,-323.0,0.5981481481481481,217.0,C_320,0.0817086466973769,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC092,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_340,1677.0,1200.0,-477.0,10.0,916.0,906.0,0.5264900662251656,429.0,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC093,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_320,1677.0,1200.0,-477.0,327.0,1255.0,928.0,0.5140086206896551,451.0,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC094,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,X04,1677.0,1200.0,-477.0,387.0,879.0,492.0,0.9695121951219512,15.0,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC095,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,X05,1677.0,1200.0,-477.0,544.0,1321.0,777.0,0.6138996138996139,300.0,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC096,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_140,1677.0,1200.0,-477.0,91.0,678.0,587.0,0.8126064735945485,110.0,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC097,2025-08,2025-09,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,X06,2163.0,1985.0,-178.0,4.0,97.0,93.0,0.5224719101123596,-85.0,C_400,0.0811966006906272,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC098,2024-09,2024-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_300,C_301,458.0,177.0,-281.0,5245.0,5563.0,318.0,0.8836477987421384,37.0,C_301,0.0809966149527901,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC099,2024-09,2024-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_301,C_430,5245.0,5563.0,318.0,355.0,134.0,-221.0,0.6949685534591195,97.0,C_301,0.0809966149527901,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC100,2024-05,2024-06,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,C_110,C_300,4007.0,4680.0,673.0,766.0,20.0,-746.0,0.9021447721179624,-73.0,C_110,0.0801149464967864,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC101,2026-02,2026-03,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,C_100,C_110,615.0,317.0,-298.0,96.0,279.0,183.0,0.6140939597315436,-115.0,C_100,0.0792123422398485,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC102,2026-02,2026-03,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,C_100,X05,615.0,317.0,-298.0,137.0,372.0,235.0,0.7885906040268457,-63.0,C_100,0.0792123422398485,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC103,2025-06,2025-07,RJN,EAST CHESHIRE NHS TRUST,C_100,X06,1432.0,1738.0,306.0,163.0,10.0,-153.0,0.5,153.0,C_100,0.077444826888034,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC104,2025-07,2025-08,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",C_320,X06,1947.0,2240.0,293.0,272.0,4.0,-268.0,0.9146757679180888,25.0,C_320,0.0757659994259368,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC105,2025-07,2025-08,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",C_300,C_320,422.0,155.0,-267.0,1947.0,2240.0,293.0,0.9112627986348124,26.0,C_320,0.0757659994259368,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC106,2025-08,2025-09,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,C_400,X05,6956.0,6790.0,-166.0,252.0,450.0,198.0,0.8383838383838383,32.0,C_400,0.0757226725541804,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC107,2024-09,2024-10,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,X06,3481.0,3305.0,-176.0,69.0,167.0,98.0,0.5568181818181818,-78.0,C_400,0.075080839881577,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
